id:INTEGER,publisher,genres,coop,name,timestamp:INTEGER,system,releaseDate,players,reviewRating,esrbRating,developer
1638,THQ,"Action, Adventure",No,Darksiders,1285200000,Sony Playstation 3,9/23/10,null,10-Jun,Mature,Vigil Games
1639,THQ,Action,No,Darksiders II,1344902400,Sony Playstation 3,8/14/12,1,0 / 10,Mature,Vigil Games
1640,null,null,No,Darkstalkers Resurrection,1363046400,Sony Playstation 3,3/12/13,null,0 / 10,null,null
1641,Paramount Digital,Racing,No,Days of Thunder NASCAR Edition,1298332800,Sony Playstation 3,2/22/11,4,10-May,Everyone,Piranha Games
1642,Sony Computer Entertainment / WB Games,"Action, Role-Playing",No,DC Universe Online,1294704000,Sony Playstation 3,1/11/11,2,0 / 10,Teen,Sony Online Entertainment
1643,THQ,Platform,No,de Blob 2,1298332800,Sony Playstation 3,2/22/11,null,0 / 10,Everyone 10+,Blue Tongue
1644,null,null,No,Dead Block,1311120000,Sony Playstation 3,7/20/11,null,0 / 10,Teen,Candygun Games
1645,Deep Silver,"Action, Horror, Role-Playing",Yes,Dead Island,1315267200,Sony Playstation 3,9/6/11,2,0 / 10,Mature,Techland
1646,Deep Silver,"Action, Role-Playing",Yes,Dead Island Game of the Year Edition,1340668800,Sony Playstation 3,6/26/12,4,0 / 10,Mature,Techland
1647,Deep Silver,"Action, Role-Playing",Yes,Dead Island Riptide,1366675200,Sony Playstation 3,4/23/13,4,0 / 10,Mature,Techland
1648,Sony Computer Entertainment,Shooter,Yes,Dead Nation,1291075200,Sony Playstation 3,11/30/10,2,0 / 10,Mature,Housemarque
1649,Tecmo,Fighting,No,Dead or Alive 5,1348531200,Sony Playstation 3,9/25/12,null,10-Aug,Mature,Team Ninja
1650,null,null,No,Dead or Alive 5 Ultimate,1378166400,Sony Playstation 3,9/3/13,2,0 / 10,Mature,null
1651,null,null,No,Dead Rising 2,1285632000,Sony Playstation 3,9/28/10,null,10-Apr,null,null
1652,null,null,No,Dead Rising 2 Off The Record,1318291200,Sony Playstation 3,10/11/11,null,0 / 10,null,null
1653,Electronic Arts,"Action, Horror",No,Dead Space,1223856000,Sony Playstation 3,10/13/08,1,10-Jul,Mature,EA Redwood Shores
1654,Electronic Arts,"Action, Adventure, Horror",No,Dead Space 2,1295913600,Sony Playstation 3,1/25/11,1,0 / 10,Mature,Visceral Games
1655,Electronic Arts,"Action, Horror",No,Dead Space 2 Limited Edition,1295913600,Sony Playstation 3,1/25/11,4,0 / 10,Mature,Visceral Games
1656,Electronic Arts,"Horror, Shooter",Yes,Dead Space 3,1360022400,Sony Playstation 3,2/5/13,2,0 / 10,Mature,Visceral Games
1657,null,null,No,Dead Space Ignition,1286841600,Sony Playstation 3,10/12/10,null,0 / 10,Mature,null
1658,Electronic Arts,"Horror, Shooter",No,Dead Space Extraction,1295913600,Sony Playstation 3,1/25/11,1,0 / 10,Mature,Visceral Games
1659,Namco Bandai,Action,No,Dead to Rights Retribution,1272326400,Sony Playstation 3,4/27/10,1,10-Apr,Mature,Volatile Games
1660,null,null,No,Deadliest Catch Sea of Chaos,1290988800,Sony Playstation 3,11/29/10,null,0 / 10,Everyone 10+,null
1661,345 Games,Fighting,No,Deadliest Warrior Ancient Combat,1334534400,Sony Playstation 3,4/16/12,null,0 / 10,Mature,null
1662,null,null,No,Deadliest Warrior Legends,1311638400,Sony Playstation 3,7/26/11,null,0 / 10,Mature,null
1663,null,"Action, Horror",No,Deadly Premonition The Directors Cut,1367280000,Sony Playstation 3,4/30/13,null,0 / 10,Mature,null
1664,Activision,Action,No,Deadpool,1372118400,Sony Playstation 3,6/25/13,1,0 / 10,Mature,High Moon
1665,null,null,No,Deadstorm Pirates,1290556800,Sony Playstation 3,11/24/10,null,0 / 10,null,null
1666,null,null,No,Death Track Resurrection,1276473600,Sony Playstation 3,6/14/10,null,0 / 10,Teen,null
1667,Electronic Arts,null,No,DeathSpank Thongs of Virtue,1285027200,Sony Playstation 3,9/21/10,null,0 / 10,Teen,Hothead Games
1668,Tecmo Koei America Corp.,"Action, Adventure, Fighting, Puzzle, Role-Playing, Strategy",No,Deception IV Blood Ties,1395705600,Sony Playstation 3,3/25/14,1,10-Jul,Mature,Koei Tecmo Games
1669,null,null,No,Deep Black,1345507200,Sony Playstation 3,8/21/12,null,0 / 10,Teen,null
1670,null,null,No,Def Jam Rapstar,1286236800,Sony Playstation 3,10/5/10,null,0 / 10,Teen,null
1671,null,null,No,Def Jam Icon,1173139200,Sony Playstation 3,3/6/07,null,0 / 10,null,null
1672,null,Shooter,No,Defiance,1364860800,Sony Playstation 3,4/2/13,null,0 / 10,Mature,null
1673,Atlus,"Action, Role-Playing",Yes,Demons Souls,1254787200,Sony Playstation 3,10/6/09,3,10-Jul,Mature,From Software
1674,Activision,"Action, Shooter",Yes,Destiny,1410220800,Sony Playstation 3,9/9/14,4,0 / 10,Mature,Bungie
1675,THQ,"Action, Adventure",No,Destroy All Humans Path Of The Furon,1234483200,Sony Playstation 3,2/13/09,1,0 / 10,Teen,Sandblast
1676,null,null,No,Deus Ex,,Sony Playstation 3,null,null,0 / 10,null,null
1677,Square Enix,Action,No,Deus Ex Human Revolution Directors Cut,1382400000,Sony Playstation 3,10/22/13,1,0 / 10,Mature,Eidos Montreal
1678,null,null,No,Deus Ex Human Revolution,1314057600,Sony Playstation 3,8/23/11,null,10-Aug,null,null
1679,Square Enix,"Role-Playing, Shooter, Stealth",No,Deus Ex Human Revolution Augmented Edition,1314057600,Sony Playstation 3,8/23/11,1,0 / 10,Mature,Eidos Montreal
1680,Capcom,null,No,Devil May Cry 4,1202169600,Sony Playstation 3,2/5/08,null,10-Jul,Mature,Capcom
1681,Capcom,Action,No,Devil May Cry HD Collection,1333411200,Sony Playstation 3,4/3/12,null,10-May,Mature,Capcom
1682,Activision,"Action, Adventure, Role-Playing",Yes,Diablo III,1378166400,Sony Playstation 3,9/3/13,4,10-Oct,Mature,Blizzard
1683,Blizzard,"Action, Adventure, Role-Playing",No,Diablo III Reaper of Souls Ultimate Evil Edition,1408406400,Sony Playstation 3,8/19/14,4,0 / 10,Mature,Blizzard
1684,Codemasters,Racing,No,DiRT 3,1306195200,Sony Playstation 3,5/24/11,null,0 / 10,Teen,Codemasters
1685,Codemasters,Racing,No,Dirt Showdown,1338249600,Sony Playstation 3,5/29/12,null,0 / 10,Everyone 10+,Codemasters
1686,NIS,"Role-Playing, Strategy",No,Disgaea 3 Absence of Justice,1219708800,Sony Playstation 3,8/26/08,1,10-Jun,Teen,NIS
1687,NIS,"Role-Playing, Strategy",No,Disgaea 4 A Promise Unforgotten,1315267200,Sony Playstation 3,9/6/11,1,10-Aug,Teen,NIS
1688,NIS,"Role-Playing, Strategy",No,Disgaea D2 A Brighter Darkness,1380240000,Sony Playstation 3,9/27/13,1,0 / 10,Teen,NIS
1689,null,null,No,Disgaea Dimension 2 A Brighter Darkness,1363737600,Sony Playstation 3,3/20/13,null,0 / 10,null,null
1690,Bethesda Softworks,"Action, Shooter",No,Dishonored,1349740800,Sony Playstation 3,10/9/12,1,10-Aug,Mature,Arkane Studios
1691,Bethesda software,Action,No,Dishonored Game of the Year,1381190400,Sony Playstation 3,10/8/13,1,0 / 10,Mature,Arkane studios
1692,Disney Interactive,Platform,Yes,Disney Epic Mickey 2 The Power of Two,1353196800,Sony Playstation 3,11/18/12,2,0 / 10,null,Junction Point Studios
1693,Disney Interactive Studios,"Action, Adventure",Yes,Disney Infinity,1376784000,Sony Playstation 3,8/18/13,2,10-May,Everyone 10+,Avalanche Software
1694,null,null,No,Disney Sing It,1224547200,Sony Playstation 3,10/21/08,null,0 / 10,Everyone,null
1695,null,null,No,Disney Sing It High School Musical 3 Senior Year,1234828800,Sony Playstation 3,2/17/09,null,0 / 10,Everyone,null
1696,null,null,null,Disney Sing It Party Hits,,Sony Playstation 3,null,null,0 / 10,null,null
1697,Disney Interactive Studios,"Action, Adventure, Puzzle",No,Disney Universe,1319500800,Sony Playstation 3,10/25/11,4,0 / 10,Everyone 10+,Eurocom
1698,null,null,No,Divekick,1376956800,Sony Playstation 3,8/20/13,2,0 / 10,Teen,null
1699,null,null,No,DJ Hero,1256601600,Sony Playstation 3,10/27/09,null,10-May,Teen,null
1700,null,null,No,DJ Hero 2,1287446400,Sony Playstation 3,10/19/10,null,0 / 10,null,null
1701,Capcom,"Action, Adventure",No,DmC Devil May Cry,1358208000,Sony Playstation 3,1/15/13,1,10-Jun,Mature,Ninja Theory
1702,null,null,No,Doctor Who The Eternity Clock,1337644800,Sony Playstation 3,5/22/12,null,0 / 10,Everyone 10+,null
1703,Bethesda Softworks,"Action, Shooter",No,Doom 3 BFG Edition,1350345600,Sony Playstation 3,10/16/12,null,0 / 10,Mature,Id Software
1704,Electronic Arts,Role-Playing,No,Dragon Age II,1299542400,Sony Playstation 3,3/8/11,null,10-Aug,Mature,BioWare
1705,Electronic Arts,"Adventure, Role-Playing",No,Dragon Age Inquisition,1416268800,Sony Playstation 3,11/18/14,1,0 / 10,null,Bioware
1706,Electronic Arts,Role-Playing,No,Dragon Age Origins,1257206400,Sony Playstation 3,11/3/09,1,10-Jul,null,Bioware
1707,Electronic Arts,"Role-Playing, Strategy",No,Dragon Age Origins Awakening,1268697600,Sony Playstation 3,3/16/10,1,0 / 10,Mature,BioWare
1708,null,null,No,Dragon Age Origins Collectors Edition,1257206400,Sony Playstation 3,11/3/09,null,10-Jun,Mature,null
1709,Electronic Arts,"Action, Role-Playing",No,Dragon Age Origins Ultimate Edition,1287964800,Sony Playstation 3,10/25/10,1,0 / 10,Mature,BioWare
1710,null,Fighting,No,Dragon Ball Z Budokai HD Collection,1352160000,Sony Playstation 3,11/6/12,null,10-Jul,Teen,Dimps
1711,null,null,No,Dragon Ball Z Burst Limit,1213056000,Sony Playstation 3,6/10/08,null,10-Jun,Teen,null
1712,Namco Bandai,Fighting,No,Dragon Ball Z Ultimate Tenkaichi,1319500800,Sony Playstation 3,10/25/11,2,10-Jun,Teen,Spike
1713,null,null,No,Dragon Ball Raging Blast,1257811200,Sony Playstation 3,11/10/09,null,10-Jun,Teen,null
1714,Bandai,Fighting,No,Dragon Ball Raging Blast 2,1288656000,Sony Playstation 3,11/2/10,2,10-Aug,Teen,Spike
1715,Atlus,"Fighting, Role-Playing",Yes,Dragons Crown,1375747200,Sony Playstation 3,8/6/13,4,10-Aug,Teen,Atlus
1716,Capcom,"Action, Role-Playing",No,Dragons Dogma,1337644800,Sony Playstation 3,5/22/12,1,10-Jul,Mature,Capcom
1717,Capcom,"Action, Role-Playing",No,Dragons Dogma Dark Arisen,1366675200,Sony Playstation 3,4/23/13,1,10-Jul,Mature,Capcom
1718,Square Enix,"Action, Adventure, Fighting, Role-Playing, Strategy",No,Drakengard 3,1400544000,Sony Playstation 3,5/20/14,1,10-Aug,Mature,Access Games
1719,Activision,null,No,DreamWorks Super Star Kartz,1321315200,Sony Playstation 3,11/15/11,null,0 / 10,Everyone,Activision
1720,Ubisoft,"Action, Racing",No,Driver San Francisco,1315267200,Sony Playstation 3,9/6/11,1,10-Sep,null,Ubisoft
1721,null,null,No,Droplitz,1245888000,Sony Playstation 3,6/25/09,null,0 / 10,Everyone,null
1722,Capcom,"Action, Platform",No,DuckTales Remastered,1376352000,Sony Playstation 3,8/13/13,1,0 / 10,Everyone,Wayforward
1723,"2K Games, Gearbox Software",Shooter,No,Duke Nukem Forever,1308009600,Sony Playstation 3,6/14/11,null,10-May,Mature,"Triptych Games, 3D Realms"
1724,null,null,No,Dunamis 15,1316044800,Sony Playstation 3,9/15/11,null,0 / 10,null,null
1725,null,null,No,Dungeon Defenders,1318896000,Sony Playstation 3,10/18/11,null,0 / 10,Everyone 10+,null
1726,null,null,No,Dungeon Hunter Alliance,1302566400,Sony Playstation 3,4/12/11,null,0 / 10,Teen,null
1727,Square Enix,Role-Playing,No,Dungeon Siege III,1308614400,Sony Playstation 3,6/21/11,null,0 / 10,Teen,Obsidian Entertainment
1728,Capcom,"Action, Adventure, Role-Playing",Yes,Dungeons Dragons Chronicles of Mystara,1371513600,Sony Playstation 3,6/18/13,4,0 / 10,Teen,Capcom
1729,null,null,No,DUST 514,1388448000,Sony Playstation 3,12/31/13,null,0 / 10,Teen,null
1730,Techland,"Action, Adventure, Horror",No,Dying Light,1422316800,Sony Playstation 3,1/27/15,null,0 / 10,Mature,Techland
1731,null,null,No,Dynasty Warriors 6,1203379200,Sony Playstation 3,2/19/08,null,0 / 10,Teen,null
1732,Koei,null,No,Dynasty Warriors 6 Empires,1245715200,Sony Playstation 3,6/23/09,null,0 / 10,Teen,Omega Force
1733,Koei,"Adventure, Fighting",No,Dynasty Warriors 7,1301356800,Sony Playstation 3,3/29/11,null,0 / 10,Teen,Omega Force
1734,"TECMO KOEI GAMES CO., LTD.","Action, Adventure, Role-Playing",Yes,Dynasty Warriors 7 Empires,1361836800,Sony Playstation 3,2/26/13,2,0 / 10,Teen,"TECMO KOEI GAMES CO., LTD."
1735,Tecmo Koei,"Action, Adventure, Strategy",Yes,Dynasty Warriors 7 Xtreme Legends,1321315200,Sony Playstation 3,11/15/11,2,0 / 10,Teen,Omega Force
1736,null,null,No,Dynasty Warriors 8,1373932800,Sony Playstation 3,7/16/13,4,0 / 10,null,null
1737,Namco Bandai,"Action, Fighting, Role-Playing",Yes,Dynasty Warriors Gundam,1188259200,Sony Playstation 3,8/28/07,2,10-Aug,Teen,Omega Force Koei
1738,Namco Bandai,"Action, Fighting, Strategy",No,Dynasty Warriors Gundam 2,1240358400,Sony Playstation 3,4/22/09,2,0 / 10,Teen,Koei/Omega Force
1739,null,null,No,Dynasty Warriors Gundam 3,1309219200,Sony Playstation 3,6/28/11,null,10-Apr,Teen,null
1740,null,null,No,Dynasty Warriors Strikeforce,1266278400,Sony Playstation 3,2/16/10,null,0 / 10,null,null
1741,null,null,No,Dynasty Warriors Strikeforce 2 HD Edition,1343260800,Sony Playstation 3,7/26/12,null,0 / 10,null,null
1742,null,null,No,EX Troopers,1353542400,Sony Playstation 3,11/22/12,null,0 / 10,null,null
1743,null,null,No,EA Sports Active 2,1289865600,Sony Playstation 3,11/16/10,null,0 / 10,null,null
1744,null,Fighting,No,EA Sports MMA,1287446400,Sony Playstation 3,10/19/10,2,0 / 10,Teen,null
1745,D3 Publisher,Action,Yes,Earth Defense Force 2025,1392681600,Sony Playstation 3,2/18/14,4,0 / 10,Mature,Sandlot
1746,D3 Publisher,Action,No,Earth Defense Force Insect Armageddon,1309824000,Sony Playstation 3,7/5/11,null,0 / 10,Teen,Vicious Cycle
1747,null,null,No,Eat Lead The Return of Matt Hazard,1235606400,Sony Playstation 3,2/26/09,null,0 / 10,Teen,null
1748,Sony Computer Entertainment,Puzzle,No,echochrome,1209600000,Sony Playstation 3,5/1/08,null,0 / 10,Everyone,"Game Yaruoze, SCE Studios Japan"
1749,null,null,No,Echochrome ii,1292889600,Sony Playstation 3,12/21/10,null,0 / 10,Everyone,null
1750,Televisa Home Entertainment,Racing,Yes,El Chavo Kart,1392940800,Sony Playstation 3,2/21/14,4,0 / 10,Everyone,Efecto Studios and Slang
1751,Ignition Entertainment,Action,No,El Shaddai Ascension of the Metatron,1311638400,Sony Playstation 3,7/26/11,1,0 / 10,Teen,Ignition Tokyo
1752,Ubisoft,Role-Playing,No,Enchanted Arms,1175558400,Sony Playstation 3,4/3/07,1,10-Jun,Teen,From Software
1753,null,null,No,Enemy Territory Quake Wars,1211846400,Sony Playstation 3,5/27/08,null,10-Mar,null,null
1754,Namco Bandai Games,"Action, Adventure",No,Enslaved Odyssey to the West,1286236800,Sony Playstation 3,10/5/10,1,10-Jul,Teen,Ninja Theory
1755,Namco Bandai,Role-Playing,No,Eternal Sonata,1189987200,Sony Playstation 3,9/17/07,null,10-Aug,Teen,tri-Crescendo
1756,null,null,No,Eureka Seven AO Jungfrau no Hanabanatachi,1348099200,Sony Playstation 3,9/20/12,null,0 / 10,null,null
1757,null,null,No,Everybody Dance,1318896000,Sony Playstation 3,10/18/11,null,0 / 10,Teen,null
1758,null,Shooter,No,Everyday Shooter,1192060800,Sony Playstation 3,10/11/07,1,0 / 10,Everyone,null
1759,O-Games,Music,No,Everyone Sing,1346716800,Sony Playstation 3,9/4/12,null,0 / 10,Teen,null
1760,Sony Computer Entertainment,Life Simulation,No,Eye Pet and Friends,1321315200,Sony Playstation 3,11/15/11,2,0 / 10,Everyone,"SCE Studios London, Climax Studios"
1761,null,null,No,EyePet,1284681600,Sony Playstation 3,9/17/10,null,0 / 10,Everyone,null
1762,Sierra,Shooter,No,FEAR,1177372800,Sony Playstation 3,4/24/07,1,0 / 10,Mature,Monolith
1763,Warner Bros. Interactive,Shooter,No,FEAR 2 Project Origin,1252540800,Sony Playstation 3,9/10/09,1,10-Jun,Mature,Monolith Productions
1764,Warner Bros. Interactive Entertainment,"Horror, Shooter, Stealth",No,FEAR 3,1308614400,Sony Playstation 3,6/21/11,1,0 / 10,Mature,Day 1 Studios
1765,Codemasters,Racing,No,F1 2010,1285113600,Sony Playstation 3,9/22/10,null,10-Aug,Everyone,Codemasters
1766,Codemasters,Racing,No,F1 2011,1316476800,Sony Playstation 3,9/20/11,null,0 / 10,Everyone,Codemasters
1767,Warner Home Video - Games,Racing,No,F1 2012,1347926400,Sony Playstation 3,9/18/12,2,0 / 10,Everyone,Codemaster
1768,null,Racing,No,F1 2013,1380844800,Sony Playstation 3,10/4/13,null,0 / 10,null,null
1769,Codemasters,Racing,No,F1 2014,1413504000,Sony Playstation 3,10/17/14,null,0 / 10,null,Codemasters
1770,Codemasters,Racing,No,F1 Race Stars,1352764800,Sony Playstation 3,11/13/12,null,0 / 10,Everyone,Codemasters Studios Birmingham
1771,null,null,No,FaceBreaker,1220400000,Sony Playstation 3,9/3/08,null,0 / 10,Teen,null
1772,null,null,No,Faery Legends of Avalon,1294790400,Sony Playstation 3,1/12/11,null,0 / 10,Everyone 10+,null
1773,Playlogic,null,No,Fairytale Fights,1256601600,Sony Playstation 3,10/27/09,null,0 / 10,Mature,Playlogic
1774,Bethesda Softworks,"Action, Adventure, Role-Playing, Shooter",No,Fallout 3,1225152000,Sony Playstation 3,10/28/08,1,10-Jul,Mature,Bethesda Game Studios
1775,Bethesda Softworks,Role-Playing,No,Fallout 3 Game of the Year Edition,1256083200,Sony Playstation 3,10/21/09,1,10-Jul,Mature,Bethesda Game Studios
1776,Bethesda Softworks,Action,No,Fallout New Vegas,1287446400,Sony Playstation 3,10/19/10,1,10-Jul,Mature,Obsidian Entertainment
1777,Bethesda Softworks,Role-Playing,No,Fallout New Vegas Ultimate Edition,1328572800,Sony Playstation 3,2/7/12,1,0 / 10,Mature,Obsidian Entertainment
1778,Activision,"Action, Adventure",No,Family Guy Back to the Multiverse,1353369600,Sony Playstation 3,11/20/12,4,0 / 10,Mature,Heavy Iron Studio
1779,null,null,No,Fantastic Four Rise of the Silver Surfer,1181865600,Sony Playstation 3,6/15/07,null,0 / 10,null,null
1780,null,null,No,Far Cry 2,1224547200,Sony Playstation 3,10/21/08,null,0 / 10,null,null
1781,Ubisoft,Shooter,Yes,Far Cry 3,1354579200,Sony Playstation 3,12/4/12,2,0 / 10,Mature,Ubisoft Montreal
1782,Ubisoft,"Action, Adventure, Shooter",No,Far Cry 3 Blood Dragon,1367280000,Sony Playstation 3,4/30/13,1,0 / 10,Mature,Ubisoft Montreal
1783,Ubisoft,"Action, Adventure, Shooter",Yes,Far Cry 4,,Sony Playstation 3,null,1,0 / 10,Mature,Ubisoft
1784,null,Racing,No,Fast Furious Showdown,1369094400,Sony Playstation 3,5/21/13,null,0 / 10,Teen,null
1785,null,null,No,Fat Princess,1248912000,Sony Playstation 3,7/30/09,null,10-Jul,Teen,null
1786,null,null,No,Ferrari Challenge Trofeo Pirelli,1219708800,Sony Playstation 3,8/26/08,null,0 / 10,Everyone,null
1787,EA Sports,Sports,Yes,FIFA 12,1317081600,Sony Playstation 3,9/27/11,4,0 / 10,Everyone 10+,EA
1788,Electronic Arts,Sports,No,FIFA 14,1379980800,Sony Playstation 3,9/24/13,null,10-Jun,Everyone,EA Canada
1789,EA Sports,Sports,Yes,FIFA 15,1411430400,Sony Playstation 3,9/23/14,4,0 / 10,null,EA Sports
1790,null,null,No,FIFA Soccer 08,1191888000,Sony Playstation 3,10/9/07,null,0 / 10,Everyone,null
1791,null,null,No,FIFA Soccer 09,1223856000,Sony Playstation 3,10/13/08,null,0 / 10,Everyone,null
1792,Electronic Arts,Sports,No,FIFA Soccer 10,1255996800,Sony Playstation 3,10/20/09,4,0 / 10,Everyone,Electronic Arts
1793,Electronic Arts,Sports,No,FIFA Soccer 11,1285632000,Sony Playstation 3,9/28/10,2,10-Jul,Everyone,EA Canada
1794,EA Sports,Sports,No,FIFA Soccer 12,1316995200,Sony Playstation 3,9/26/11,1,10-Jun,Everyone,EA Sports
1795,null,null,No,FIFA Soccer 13,1348531200,Sony Playstation 3,9/25/12,null,10-Jun,Everyone,null
1796,Electronic Arts,Sports,No,FIFA Street,1331596800,Sony Playstation 3,3/13/12,null,0 / 10,null,EA Canada
1797,null,null,No,FIFA Street 3,1203292800,Sony Playstation 3,2/18/08,null,0 / 10,Everyone,null
1798,Electronic Arts,Sports,No,Fight Night Champion,1298937600,Sony Playstation 3,3/1/11,null,0 / 10,null,EA Canada
1799,null,null,No,Fight Night Round 3,1165276800,Sony Playstation 3,12/5/06,null,0 / 10,Teen,null
1800,null,null,No,Fight Night Round 4,1245715200,Sony Playstation 3,6/23/09,null,0 / 10,Teen,null
1801,Square-Enix,Role-Playing,No,Final Fantasy X X2 HD Remaster,1395100800,Sony Playstation 3,3/18/14,1,10-Jun,null,Square-Enix
1802,Square-Enix,"Action, Adventure, Fighting, Puzzle, Role-Playing, Strategy",No,Final Fantasy XX2 HD Remaster Limited Edition,1395100800,Sony Playstation 3,3/18/14,1,10-Aug,null,Square-Enix
1803,Square Enix,Role-Playing,No,Final Fantasy XIII,1268092800,Sony Playstation 3,3/9/10,1,10-Jun,Teen,Square Enix
1804,Square Enix,Role-Playing,No,Final Fantasy XIII2,1327968000,Sony Playstation 3,1/31/12,1,10-Jul,Teen,Square Enix
1805,Square Enix,Role-Playing,null,Final Fantasy XIV,1285027200,Sony Playstation 3,9/21/10,null,0 / 10,Teen,Square Enix
1806,Square Enix,"MMO, Role-Playing",No,Final Fantasy XIV A Realm Reborn,1377561600,Sony Playstation 3,8/27/13,4,10-Jul,Teen,Square Enix
1807,null,null,No,Final Fight Double Impact,1271289600,Sony Playstation 3,4/15/10,null,0 / 10,Teen,null
1808,Tecmo Koei,"Action, Fighting",No,Fist of the North Star Kens Rage,1288656000,Sony Playstation 3,11/2/10,1,10-Jun,Mature,Omega Force
1809,Tecmo Koei,"Action, Fighting",No,Fist of the North Star Kens Rage 2,1360022400,Sony Playstation 3,2/5/13,1,0 / 10,Mature,Koei
1810,null,null,No,Fit in Six,1300147200,Sony Playstation 3,3/15/11,null,0 / 10,Everyone,null
1811,null,null,No,Flock,1239235200,Sony Playstation 3,4/9/09,null,0 / 10,Everyone,null
1812,SCEA,"Action, Life Simulation",Yes,flOw,1172102400,Sony Playstation 3,2/22/07,4,0 / 10,Everyone,ThatGameCompany
1813,Sony,Adventure,No,Flower,1234396800,Sony Playstation 3,2/12/09,1,0 / 10,Everyone,ThatGameCompany
1814,Sony Computer Entertainment,Adventure,No,Folklore,1191888000,Sony Playstation 3,10/9/07,null,10-Jul,Teen,Game Republic (JP)
1815,null,null,No,Formula One Championship Edition,1172534400,Sony Playstation 3,2/27/07,null,0 / 10,Everyone,null
1816,LucasArts,"Action, Shooter",No,Fracture,1223337600,Sony Playstation 3,10/7/08,null,0 / 10,Teen,"Day 1 Studios, LLC"
1817,null,null,No,Free Realms,1301356800,Sony Playstation 3,3/29/11,null,0 / 10,Everyone 10+,null
1818,null,null,No,Fritz Chess,1248998400,Sony Playstation 3,7/31/09,null,0 / 10,null,null
1819,Ubisoft,"Adventure, Construction and Management Simulation, Puzzle",No,From Dust,1315872000,Sony Playstation 3,9/13/11,1,0 / 10,Everyone 10+,Ubisoft Montpellier
1820,Square Enix,Shooter,No,Front Mission Evolved,1285632000,Sony Playstation 3,9/28/10,1,0 / 10,Teen,Double Helix Games
1821,Codemasters,Racing,No,Fuel,1243900800,Sony Playstation 3,6/2/09,null,0 / 10,Everyone,Asobo studio
1822,null,null,No,Full Auto 2 Battlelines,1165449600,Sony Playstation 3,12/7/06,null,0 / 10,null,null
1823,null,null,No,Fuse,1367280000,Sony Playstation 3,4/30/13,null,0 / 10,null,null
1824,Disney Interactive,null,No,GForce,1248134400,Sony Playstation 3,7/21/09,null,0 / 10,Everyone 10+,null
1825,Electronic Arts,Action,No,GI Joe The Rise of Cobra,1249344000,Sony Playstation 3,8/4/09,2,0 / 10,Teen,Double Helix Games
1826,Namco Bandai Games,Shooter,No,Galaga Legions DX,1309305600,Sony Playstation 3,6/29/11,1,0 / 10,Everyone,Namco Bandai Games
1827,null,null,No,Game of Thrones,1337040000,Sony Playstation 3,5/15/12,null,0 / 10,Mature,null
1828,null,null,No,Gatling Gears,1309219200,Sony Playstation 3,6/28/11,null,0 / 10,Everyone 10+,null
1829,Activision,null,No,Generator Rex Agent of Providence,1320105600,Sony Playstation 3,11/1/11,null,0 / 10,Everyone 10+,null
1830,null,null,No,Genji Days of the Blade,1163376000,Sony Playstation 3,11/13/06,null,0 / 10,null,null
1831,null,null,No,Get Fit With Mel B,1287532800,Sony Playstation 3,10/20/10,null,0 / 10,Everyone,null
1832,null,null,No,Get Up and Dance,1321315200,Sony Playstation 3,11/15/11,null,0 / 10,Teen,null
1833,null,null,No,Ghostbusters Sanctum of Slime,1300838400,Sony Playstation 3,3/23/11,null,0 / 10,Everyone 10+,null
1834,Atari,"Action, Adventure",No,Ghostbusters The Video Game,1245110400,Sony Playstation 3,6/16/09,4,0 / 10,Teen,Terminal Reality/Threewave Software
1835,null,null,No,Giana Sisters Twisted Dreams,,Sony Playstation 3,null,null,0 / 10,null,null
1836,null,null,No,God of War Collection,1258416000,Sony Playstation 3,11/17/09,1,0 / 10,Mature,null
1837,Sony Computer Entertainment,Action,No,God of War III,1268697600,Sony Playstation 3,3/16/10,null,10-Jul,Mature,SCE Studios Santa Monica
1838,null,null,No,God of War Origins Collection,1315872000,Sony Playstation 3,9/13/11,null,0 / 10,null,null
1839,Sony Computer Entertainment,Action,No,God of War Saga Collection,1346112000,Sony Playstation 3,8/28/12,1,0 / 10,Mature,"SCE Santa Monica, et al"
1840,SCEA,"Action, Adventure",Yes,God of War Ascension,1363046400,Sony Playstation 3,3/12/13,4,0 / 10,Mature,SCE Santa Monica
1841,Sega,Action,Yes,Golden Axe,1311638400,Sony Playstation 3,7/26/11,3,0 / 10,Teen,Sega
1842,Sega,"Action, Role-Playing",No,Golden Axe Beast Rider,1223942400,Sony Playstation 3,10/14/08,null,0 / 10,Mature,Secret Level
1843,null,null,No,GoldenEye 007 Reloaded,1320105600,Sony Playstation 3,11/1/11,null,0 / 10,Teen,null
1844,null,null,No,Gotham City Impostors,1328572800,Sony Playstation 3,2/7/12,null,0 / 10,Teen,null
1845,Sony Computer Entertainment,Racing,No,Gran Turismo 5,1290556800,Sony Playstation 3,11/24/10,1,10-Jun,null,Polyphony Digital
1846,Sony Computer Entertainment,Racing,No,Gran Turismo 5 Prologue,1208217600,Sony Playstation 3,4/15/08,2,0 / 10,Everyone,Polyphony Digital
1847,Sony Computer Entertainment,Racing,No,Gran Turismo 5 XL Edition,1326758400,Sony Playstation 3,1/17/12,4,10-May,Everyone,null
1848,Sony Computer Entertainment Japan,Racing,No,Gran Turismo 6,1386288000,Sony Playstation 3,12/6/13,null,10-Aug,null,http://en.wikipedia.org/wiki/File:Polyphony_Digital_Inc.svgl
